Distance_km,Avg_Speed_kmph,Number_of_Signals,Traffic_Level,Weather,Road_Type,Vehicle_Type,Day_of_Week,Time_of_Day,Travel_Time_Minutes
28.05,75.1,12,Low,Clear,Highway,Bike,Wednesday,Morning,23.6
7.08,61.0,4,Low,Clear,Rural Road,Car,Thursday,Afternoon,3.6
20.32,43.6,14,Low,Clear,City Road,Car,Thursday,Night,35.3
13.42,35.9,5,High,Stormy,Highway,Car,Friday,Night,38.1
31.19,38.5,14,Low,Clear,Rural Road,Truck,Tuesday,Evening,56.7
22.78,32.9,15,Low,Clear,City Road,Car,Monday,Morning,45.2
10.87,63.7,8,Medium,Clear,Highway,Car,Friday,Morning,17.3
28.13,32.3,15,Low,Rainy,City Road,Bike,Sunday,Afternoon,59.0
15.89,64.9,6,Low,Clear,Highway,Car,Tuesday,Night,13.5
12.35,33.4,9,Medium,Clear,City Road,Car,Wednesday,Afternoon,30.8
13.25,40.4,5,Medium,Clear,Rural Road,Bus,Friday,Night,28.3
20.77,17.4,13,Medium,Rainy,City Road,Car,Tuesday,Evening,81.5
10.55,15.5,11,High,Clear,City Road,Bus,Sunday,Morning,58.0
8.87,33.7,6,Low,Foggy,Rural Road,Bus,Tuesday,Evening,32.1
7.69,32.2,5,High,Clear,Rural Road,Car,Thursday,Afternoon,26.8
14.73,47.2,6,High,Clear,Highway,Bike,Wednesday,Morning,26.2
8.01,31.6,3,High,Stormy,Highway,Bus,Friday,Evening,36.0
20.94,10.5,12,Medium,Foggy,City Road,Bike,Tuesday,Morning,139.5
10.4,67.4,4,Medium,Clear,Highway,Bike,Monday,Night,17.3
16.6,13.5,10,Medium,Foggy,City Road,Car,Thursday,Night,91.6
23.51,38.0,16,Medium,Clear,City Road,Car,Sunday,Night,44.3
27.07,49.2,14,Low,Clear,Rural Road,Bike,Friday,Morning,35.7
13.88,47.2,3,High,Foggy,Highway,Car,Saturday,Night,34.9
3.27,24.0,8,Medium,Rainy,City Road,Car,Thursday,Afternoon,15.9
3.39,11.9,8,High,Clear,City Road,Car,Monday,Evening,27.2
20.63,24.5,10,Medium,Rainy,Rural Road,Car,Wednesday,Morning,66.3
6.79,40.4,7,Low,Clear,City Road,Bus,Sunday,Night,18.1
10.12,32.5,11,Medium,Clear,City Road,Bus,Saturday,Afternoon,30.4
22.35,10.5,14,Medium,Stormy,City Road,Bus,Friday,Evening,155.3
8.94,43.4,11,Medium,Clear,City Road,Car,Wednesday,Afternoon,18.7
5.47,34.0,7,Low,Rainy,City Road,Car,Friday,Night,11.7
10.31,35.7,4,Low,Rainy,Rural Road,Bus,Friday,Evening,25.4
18.44,16.0,13,Medium,Rainy,City Road,Car,Friday,Afternoon,80.4
8.83,65.5,3,Medium,Clear,Highway,Bike,Sunday,Afternoon,10.7
17.03,25.1,9,High,Stormy,Highway,Bike,Friday,Morning,62.2
5.58,57.5,0,Low,Rainy,Highway,Car,Tuesday,Afternoon,12.9
7.55,68.6,3,Low,Rainy,Highway,Car,Tuesday,Night,11.2
10.4,83.6,4,Low,Clear,Highway,Bike,Friday,Night,5.8
24.0,70.4,9,Medium,Clear,Highway,Car,Sunday,Night,29.9
9.5,60.7,5,Medium,Clear,Highway,Bus,Sunday,Morning,21.9
8.7,61.9,5,Medium,Clear,Highway,Bike,Friday,Afternoon,10.8
8.73,60.3,5,High,Clear,Highway,Car,Thursday,Night,21.1
17.02,74.6,8,Low,Rainy,Highway,Bike,Saturday,Afternoon,18.4
19.45,9.9,13,Medium,Foggy,City Road,Car,Sunday,Morning,129.0
23.41,69.0,12,Low,Clear,Highway,Car,Monday,Afternoon,33.0
33.96,77.5,15,Low,Clear,Highway,Truck,Wednesday,Night,36.3
14.79,24.2,11,Medium,Rainy,City Road,Bike,Wednesday,Night,46.2
8.08,46.9,5,Low,Clear,Rural Road,Bike,Thursday,Morning,7.3
11.25,19.0,9,Medium,Foggy,City Road,Bus,Wednesday,Night,56.1
7.0,25.4,9,Medium,Clear,City Road,Bike,Wednesday,Evening,18.6
13.29,45.8,5,Medium,Clear,Rural Road,Car,Monday,Night,26.5
7.7,25.2,8,Medium,Clear,City Road,Car,Monday,Evening,30.2
23.33,8.0,11,Medium,Stormy,City Road,Car,Thursday,Evening,193.1
14.14,15.9,10,Medium,Clear,City Road,Car,Sunday,Evening,60.9
27.49,41.4,13,Low,Rainy,Rural Road,Car,Wednesday,Evening,50.5
19.06,43.4,12,Low,Clear,City Road,Bike,Tuesday,Night,30.7
18.11,64.6,7,Medium,Clear,Highway,Car,Tuesday,Evening,24.3
5.45,35.7,3,High,Foggy,Highway,Bike,Sunday,Morning,23.3
17.0,70.4,5,Low,Clear,Highway,Bus,Friday,Morning,23.9
33.55,46.1,14,Medium,Clear,Rural Road,Truck,Friday,Afternoon,56.2
9.67,31.9,7,High,Clear,Rural Road,Car,Tuesday,Afternoon,34.6
21.38,8.0,14,High,Foggy,City Road,Truck,Sunday,Night,185.9
4.54,50.0,5,Medium,Clear,Rural Road,Bus,Tuesday,Morning,13.2
6.39,65.4,5,Medium,Clear,Highway,Car,Sunday,Night,12.7
11.71,20.1,11,Medium,Stormy,City Road,Car,Sunday,Morning,53.1
8.79,8.0,8,High,Rainy,City Road,Car,Thursday,Afternoon,77.8
7.63,69.9,3,Low,Foggy,Highway,Bike,Sunday,Afternoon,11.0
8.81,8.0,12,High,Rainy,City Road,Bike,Sunday,Evening,76.7
15.98,65.5,7,Low,Rainy,Highway,Car,Friday,Morning,20.4
21.53,19.9,14,High,,City Road,Bus,Saturday,Night,83.9
16.73,72.2,6,Low,Clear,Highway,Car,Friday,Morning,18.0
17.27,36.9,12,Low,Rainy,City Road,Car,Thursday,Night,34.3
12.0,36.9,7,Low,Rainy,Rural Road,Bus,Wednesday,Evening,29.4
6.29,8.0,8,Medium,Stormy,City Road,Truck,Friday,Night,71.4
11.46,35.1,9,Low,Rainy,City Road,Bus,Tuesday,Night,38.7
13.48,40.2,10,Low,Clear,City Road,Car,Tuesday,Night,23.6
22.06,27.6,16,Medium,Clear,City Road,Car,Tuesday,Afternoon,60.2
29.89,59.9,12,Medium,Rainy,Highway,Car,Monday,Afternoon,44.2
15.24,49.0,7,High,Clear,Highway,Car,Sunday,Evening,26.2
20.82,8.0,14,High,Rainy,City Road,Car,Tuesday,Evening,172.7
2.89,38.9,1,Medium,Rainy,Rural Road,Truck,Saturday,Night,8.2
10.3,45.9,10,Low,Clear,City Road,Bike,Thursday,Afternoon,16.0
11.97,42.3,12,Low,Rainy,City Road,Car,Wednesday,Afternoon,22.5
16.49,46.0,6,High,Rainy,Highway,Car,Tuesday,Morning,37.1
30.29,60.8,13,Low,Foggy,Highway,Car,Saturday,Morning,47.3
14.73,71.3,7,Medium,Clear,Highway,Car,Thursday,Night,23.3
4.19,8.0,9,High,Rainy,City Road,Bike,Thursday,Night,43.8
17.38,8.0,12,High,Clear,City Road,Car,Friday,Evening,143.4
9.86,74.4,6,Medium,Clear,Highway,Bus,Saturday,Afternoon,22.5
16.45,20.5,10,Medium,Clear,City Road,Car,Friday,Morning,53.0
18.18,11.8,12,Medium,Foggy,City Road,Car,Thursday,Morning,110.1
4.01,8.0,4,High,Foggy,Rural Road,Truck,Sunday,Evening,57.5
11.61,78.9,6,Low,Clear,Highway,Car,Sunday,Evening,12.3
11.86,30.4,12,Low,Rainy,City Road,Car,Sunday,Afternoon,36.5
14.63,27.4,11,Medium,Clear,City Road,Bike,Monday,Morning,41.0
7.98,60.5,3,Low,Rainy,Highway,Car,Sunday,Morning,11.8
6.71,18.2,6,Medium,Clear,City Road,Car,Tuesday,Evening,29.3
30.01,20.6,16,Medium,Rainy,City Road,Car,Friday,Evening,100.3
13.81,11.9,12,High,Clear,City Road,Car,Friday,Afternoon,87.0
7.13,31.2,5,High,Rainy,Highway,Bike,Tuesday,Evening,23.6
8.93,64.8,2,Medium,Clear,Highway,Car,Monday,Night,14.1
30.78,8.0,19,High,Rainy,City Road,Bus,Sunday,Evening,263.0
24.41,35.8,13,Low,Rainy,City Road,Bus,Sunday,Afternoon,55.1
8.37,58.2,4,Medium,Clear,Highway,Car,Tuesday,Morning,11.9
6.34,76.8,2,Low,Clear,Highway,Car,Friday,Night,5.4
6.63,38.4,4,High,Foggy,Highway,Car,Tuesday,Evening,24.6
22.98,13.6,14,High,Rainy,City Road,Car,Thursday,Afternoon,122.8
9.48,46.7,5,High,Clear,Highway,Car,Wednesday,Morning,21.4
4.86,32.8,6,High,Clear,Rural Road,Bus,Saturday,Night,23.6
9.1,59.4,5,High,Clear,Highway,Car,Friday,Night,22.1
14.54,42.8,10,Low,Rainy,City Road,Car,Thursday,Afternoon,30.5
11.49,41.2,6,High,Rainy,Highway,Bike,Friday,Afternoon,28.9
24.64,18.7,18,Medium,Clear,City Road,Bus,Thursday,Evening,91.9
14.64,19.5,12,Medium,Rainy,City Road,Car,Monday,Night,58.6
15.78,18.1,13,Medium,Rainy,City Road,Car,Friday,Evening,62.9
20.13,37.7,7,Low,Rainy,Rural Road,Truck,Saturday,Morning,47.6
19.54,33.6,13,Low,Clear,City Road,Car,Thursday,Morning,39.8
9.07,47.6,5,Low,Clear,Rural Road,Bike,Tuesday,Morning,12.6
6.41,80.0,2,Low,Clear,Highway,Bike,Monday,Afternoon,3.0
13.99,70.5,6,Medium,Clear,Highway,Bike,Wednesday,Afternoon,16.0
12.92,12.1,11,High,Clear,City Road,Car,Saturday,Evening,87.6
14.71,65.1,5,Medium,Clear,Highway,Car,Wednesday,Night,18.5
15.4,21.3,12,Medium,Clear,City Road,Car,Sunday,Morning,55.8
28.76,15.9,16,Medium,Rainy,City Road,Bike,Wednesday,Night,123.2
10.52,31.1,11,Medium,Clear,City Road,Bus,Wednesday,Afternoon,36.8
15.75,23.0,12,Low,Rainy,City Road,Bike,Saturday,Evening,44.5
6.4,52.3,4,High,Clear,Highway,Truck,Friday,Morning,26.9
7.63,32.0,10,Low,Rainy,City Road,Truck,Monday,Afternoon,27.1
12.47,27.8,11,Medium,Clear,City Road,Bike,Monday,Night,32.1
6.99,12.8,4,High,Rainy,Rural Road,Car,Tuesday,Morning,50.1
17.57,30.6,9,Medium,Rainy,City Road,Car,Sunday,Afternoon,46.3
16.13,8.0,12,High,Clear,City Road,Bike,Monday,Evening,131.5
8.44,20.9,8,Low,Rainy,City Road,Bike,Monday,Evening,24.1
10.96,15.2,10,High,,City Road,Car,Saturday,Afternoon,62.0
23.11,58.8,10,Medium,Rainy,Highway,Bike,Friday,Afternoon,31.5
13.9,17.5,13,High,Clear,City Road,Car,Sunday,Night,60.3
38.03,21.7,22,Medium,Clear,City Road,Car,Tuesday,Morning,117.1
10.96,56.3,3,High,Clear,Highway,Bus,Friday,Afternoon,30.3
11.7,8.0,8,High,Foggy,City Road,Car,Monday,Afternoon,106.1
12.47,44.5,7,Medium,Clear,Rural Road,Bike,Friday,Night,22.0
4.5,15.5,4,High,Rainy,Rural Road,Bike,Monday,Night,28.9
11.39,30.9,8,Medium,Clear,City Road,Bike,Sunday,Night,24.0
11.17,13.2,10,Medium,Clear,City Road,Car,Wednesday,Morning,59.6
18.46,8.0,13,High,Clear,City Road,Bike,Tuesday,Morning,154.3
23.63,20.4,12,Medium,Foggy,City Road,Car,Sunday,Afternoon,81.3
10.43,27.9,8,Medium,Rainy,City Road,Bike,Monday,Afternoon,30.1
3.25,83.7,1,Low,Clear,Highway,Car,Saturday,Morning,3.1
13.56,29.9,10,Low,Rainy,City Road,Truck,Thursday,Night,40.5
6.94,10.7,9,High,Clear,City Road,Bus,Friday,Night,62.1
14.24,32.6,10,Medium,Clear,City Road,Car,Tuesday,Afternoon,32.0
14.03,54.3,7,Medium,Clear,Rural Road,Car,Sunday,Night,20.9
8.07,54.7,8,Low,Clear,Rural Road,Car,Thursday,Evening,11.8
13.63,16.8,9,Medium,Clear,City Road,Bike,Wednesday,Evening,50.2
4.96,46.3,2,High,Rainy,Highway,Bike,Thursday,Night,14.2
14.73,11.3,12,High,Clear,City Road,Bike,Wednesday,Morning,91.1
19.43,64.6,9,Low,Foggy,Highway,Bus,Wednesday,Morning,35.6
16.53,65.0,7,Medium,Rainy,Highway,Car,Monday,Afternoon,26.1
9.19,30.8,8,Medium,Foggy,Rural Road,Bike,Thursday,Night,28.5
18.63,16.9,13,Medium,Rainy,City Road,Car,Thursday,Evening,75.0
17.47,22.6,9,Medium,Foggy,City Road,Bike,Wednesday,Afternoon,58.7
17.91,32.3,8,Medium,Clear,Rural Road,Car,Sunday,Morning,40.4
25.2,28.7,14,Medium,Clear,City Road,Bus,Monday,Evening,69.6
15.52,35.0,14,Medium,Clear,City Road,Car,Sunday,Afternoon,37.0
6.52,54.3,5,Medium,Foggy,Highway,Car,Sunday,Afternoon,18.7
7.19,74.6,1,Medium,Clear,Highway,Car,Monday,Night,12.6
15.53,43.1,8,High,Rainy,Highway,Truck,Friday,Evening,44.4
4.09,58.3,4,Medium,Rainy,Highway,Bike,Tuesday,Morning,11.7
11.29,79.9,4,Low,Clear,Highway,Car,Monday,Morning,6.1
10.11,8.0,9,High,Foggy,City Road,Car,Sunday,Afternoon,97.6
17.19,48.7,9,High,Clear,Highway,Car,Monday,Morning,33.7
5.82,66.8,0,Low,Clear,Highway,Bus,Wednesday,Afternoon,10.4
17.38,42.6,9,Medium,Rainy,Rural Road,Truck,Monday,Afternoon,35.7
10.91,45.1,11,Low,Clear,City Road,Bus,Monday,Night,28.1
14.96,36.8,11,Medium,Clear,City Road,Bus,Monday,Afternoon,30.2
6.13,75.3,4,Low,Clear,Highway,Car,Saturday,Afternoon,10.9
17.76,26.8,12,Medium,Clear,City Road,Car,Monday,Evening,48.2
21.32,29.1,12,Low,Rainy,City Road,Bike,Saturday,Evening,47.2
55.84,21.7,20,Medium,Foggy,Rural Road,Bike,Tuesday,Morning,177.2
14.42,52.3,7,High,Clear,Highway,Car,Sunday,Morning,30.6
20.9,24.3,12,Medium,Clear,City Road,Bike,Saturday,Morning,50.3
6.97,8.0,6,High,Clear,City Road,Car,Friday,Night,62.0
24.46,8.0,15,High,Foggy,City Road,Car,Saturday,Morning,208.7
5.18,43.2,2,High,Rainy,Highway,Car,Wednesday,Night,25.4
29.78,31.6,15,Low,Clear,City Road,Bus,Saturday,Afternoon,65.3
13.63,16.8,11,High,Clear,City Road,Bike,Tuesday,Night,52.4
5.47,19.7,9,Low,Foggy,City Road,Bike,Friday,Morning,29.2
10.27,25.0,10,Medium,Foggy,City Road,Bus,Sunday,Afternoon,45.6
20.78,8.0,12,High,Clear,City Road,Bus,Saturday,Morning,169.8
11.41,21.9,11,Medium,Foggy,City Road,Car,Tuesday,Night,45.6
11.33,64.5,7,Medium,Clear,Highway,Bus,Saturday,Evening,23.2
19.74,27.1,16,Medium,Clear,City Road,Car,Sunday,Morning,50.8
11.95,8.0,12,High,Rainy,City Road,Bike,Sunday,Evening,105.4
23.62,31.0,13,Medium,Clear,City Road,Car,Saturday,Night,52.1
9.02,21.3,10,Medium,Clear,City Road,Car,Saturday,Evening,31.2
4.28,8.0,8,High,Foggy,City Road,Bike,Saturday,Night,49.1
12.35,29.3,9,Low,Foggy,City Road,Car,Saturday,Afternoon,36.1
13.18,36.9,11,Low,Clear,City Road,Car,Monday,Afternoon,20.6
8.83,20.3,12,Medium,Rainy,City Road,Bike,Saturday,Night,37.9
14.73,47.2,8,High,Rainy,Highway,Bike,Tuesday,Evening,34.5
4.7,15.5,6,Low,Rainy,City Road,Car,Thursday,Evening,25.6
14.96,65.5,6,Low,Stormy,Highway,Car,Wednesday,Night,24.9
6.34,70.2,4,Low,Rainy,Highway,Car,Tuesday,Evening,14.6
5.46,9.9,5,High,Clear,City Road,Bus,Tuesday,Morning,52.7
12.98,41.9,8,Low,Clear,City Road,Bus,Monday,Morning,26.4
5.21,22.7,8,Medium,Foggy,City Road,Car,Thursday,Night,25.4
3.48,8.0,7,High,Stormy,City Road,Bike,Wednesday,Morning,48.8
16.07,69.7,4,Low,Clear,Highway,Bike,Wednesday,Evening,16.3
6.76,32.0,9,Medium,Clear,City Road,Truck,Monday,Afternoon,20.6
16.98,32.4,10,Medium,Rainy,Rural Road,Car,Friday,Evening,39.6
10.67,8.0,9,High,Clear,City Road,Bike,Tuesday,Morning,92.2
12.97,66.3,6,Medium,Clear,Highway,Bike,Saturday,Afternoon,11.9
20.96,44.0,9,Medium,Foggy,Highway,Car,Monday,Evening,35.4
15.59,60.9,7,Low,Foggy,Highway,Car,Monday,Morning,22.4
17.18,25.6,6,Medium,Foggy,Rural Road,Car,Wednesday,Afternoon,52.7
16.84,19.6,7,High,Rainy,Rural Road,Car,Wednesday,Night,70.9
8.36,19.8,8,Low,Clear,City Road,Bike,Sunday,Morning,25.5
15.2,14.2,10,Medium,Foggy,City Road,Bike,Thursday,Evening,75.8
7.27,12.8,11,High,Clear,City Road,Car,Wednesday,Morning,47.2
15.22,32.4,12,Low,Clear,City Road,Bus,Saturday,Evening,36.0
10.39,69.2,3,Low,Foggy,Highway,Car,Tuesday,Morning,14.4
11.61,20.7,10,Medium,Rainy,City Road,Truck,Sunday,Evening,51.5
27.95,30.4,17,Low,Foggy,City Road,Car,Wednesday,Afternoon,67.2
16.46,71.4,6,Low,Clear,Highway,Bus,Wednesday,Evening,19.3
8.73,8.0,10,Medium,Stormy,City Road,Truck,Wednesday,Morning,87.9
4.69,66.8,5,Low,Rainy,Highway,Bus,Monday,Evening,16.2
13.2,13.3,12,Medium,Rainy,City Road,Bus,Friday,Evening,72.7
5.05,52.7,3,Medium,Foggy,Highway,Car,Friday,Morning,16.2
29.9,73.1,13,Medium,Clear,Highway,Bike,Friday,Afternoon,29.1
11.8,22.9,9,Low,Rainy,City Road,Bike,Friday,Evening,35.4
19.83,44.5,12,High,Rainy,Highway,Car,Monday,Evening,47.5
5.67,22.9,8,Low,Rainy,City Road,Truck,Sunday,Evening,27.4
16.23,43.1,8,High,Foggy,Highway,Car,Thursday,Night,44.5
22.09,57.1,8,Medium,Rainy,Highway,Car,Friday,Afternoon,33.3
16.95,13.6,13,High,Clear,City Road,Truck,Monday,Night,95.7
19.02,90.8,8,Low,Clear,Highway,Car,Saturday,Night,19.3
15.43,24.5,6,Low,Stormy,Rural Road,Car,Friday,Evening,49.7
9.87,46.2,3,Medium,Stormy,Highway,Car,Wednesday,Morning,23.5
7.44,59.7,3,Low,Stormy,Highway,Bus,Sunday,Afternoon,23.5
8.13,60.9,6,Low,Clear,Highway,Bus,Friday,Morning,13.8
30.29,24.8,14,Medium,Clear,City Road,Car,Sunday,Evening,81.9
13.97,44.2,5,High,Rainy,Highway,Bike,Saturday,Afternoon,32.4
23.22,48.6,12,Low,Rainy,Rural Road,Bike,Tuesday,Night,33.7
9.02,11.9,7,High,Clear,City Road,Bike,Sunday,Evening,54.0
18.41,8.2,14,High,Rainy,City Road,Bike,Saturday,Afternoon,149.4
7.14,8.6,7,High,Clear,City Road,Truck,Tuesday,Morning,66.1
10.84,17.7,8,Medium,Clear,City Road,Car,Saturday,Morning,40.5
9.61,25.5,9,Medium,Clear,City Road,Car,Thursday,Evening,28.1
28.42,29.1,19,Medium,Clear,City Road,Bike,Sunday,Night,69.1
7.84,60.0,3,Medium,Clear,Highway,Car,Tuesday,Afternoon,10.8
17.31,8.0,9,High,Foggy,City Road,Car,Tuesday,Morning,147.7
15.65,37.7,9,Low,Rainy,City Road,Car,Wednesday,Afternoon,30.3
5.97,69.4,4,Low,Stormy,Highway,Car,Thursday,Night,14.9
23.35,42.9,12,Low,Clear,City Road,Truck,Friday,Evening,47.7
24.83,10.9,16,High,Clear,City Road,Car,Tuesday,Morning,149.8
14.0,64.6,6,Medium,Clear,Highway,Bike,Friday,Morning,10.9
12.74,34.5,6,Medium,Rainy,Rural Road,Bus,Monday,Morning,38.6
4.23,50.6,3,High,Clear,Highway,Car,Wednesday,Night,13.2
5.47,8.0,7,High,Rainy,City Road,Car,Friday,Night,58.8
10.67,25.6,10,Low,Foggy,City Road,Car,Tuesday,Afternoon,35.9
7.27,16.4,3,High,Foggy,Rural Road,Bike,Thursday,Evening,42.4
19.85,43.7,10,High,Clear,Highway,Car,Friday,Morning,40.0
5.34,74.3,1,Low,Clear,Highway,Bike,Tuesday,Evening,3.0
5.06,57.9,3,High,Clear,Highway,Car,Sunday,Afternoon,18.8
16.48,31.2,10,Medium,Clear,City Road,Car,Saturday,Night,34.3
15.06,15.6,10,Medium,Rainy,City Road,Car,Sunday,Afternoon,66.7
13.45,71.7,5,Medium,Clear,Highway,Car,Thursday,Night,14.4
18.45,36.9,13,Low,Rainy,Rural Road,Car,Wednesday,Evening,34.0
8.6,48.5,9,Low,Clear,City Road,Truck,Sunday,Afternoon,18.8
9.86,67.7,3,Low,Stormy,Highway,Car,Saturday,Night,18.2
14.81,20.1,11,Low,Stormy,City Road,Bike,Saturday,Night,59.6
13.96,53.8,5,Medium,Clear,Rural Road,Bike,Tuesday,Afternoon,18.4
7.62,19.7,8,Medium,Foggy,City Road,Bike,Sunday,Afternoon,33.9
21.6,63.6,11,Low,Clear,Highway,Bike,Thursday,Evening,23.2
6.07,13.6,9,Medium,Rainy,City Road,Car,Saturday,Morning,35.5
10.31,66.2,6,Medium,Foggy,Highway,Bike,Saturday,Afternoon,20.5
6.33,53.9,2,Medium,Foggy,Highway,Car,Monday,Night,19.8
37.3,8.0,19,High,Foggy,City Road,Bus,Monday,Night,303.0
12.93,38.2,7,Medium,Clear,Rural Road,Car,Monday,Afternoon,31.5
7.01,12.0,3,High,Foggy,Rural Road,Bike,Friday,Afternoon,47.4
9.65,42.8,6,Low,Rainy,Rural Road,Bike,Sunday,Night,17.2
14.69,15.9,12,Medium,Clear,City Road,Bike,Monday,Morning,61.6
19.77,43.9,9,High,Clear,Highway,Car,Monday,Morning,42.5
7.41,47.7,3,High,Rainy,Highway,Bike,Thursday,Morning,21.6
25.53,53.8,12,Medium,Rainy,Highway,Bike,Wednesday,Morning,39.2
12.66,33.9,10,Medium,Clear,City Road,Car,Monday,Night,33.2
16.56,55.5,6,Medium,Foggy,Highway,Car,Friday,Morning,28.5
9.24,16.5,11,Medium,Rainy,City Road,Car,Sunday,Afternoon,46.1
22.93,8.0,12,High,Clear,City Road,Car,Tuesday,Evening,189.7
15.29,10.8,9,High,Clear,City Road,Bus,Monday,Evening,100.8
8.86,18.8,8,Medium,Rainy,City Road,Car,Tuesday,Night,38.1
9.95,35.5,10,Low,Rainy,City Road,Bike,Tuesday,Night,25.0
20.17,30.4,15,Medium,Rainy,City Road,Bike,Thursday,Afternoon,52.0
16.07,64.7,6,Low,Clear,Highway,Bike,Monday,Morning,17.9
10.52,62.2,7,Low,Rainy,Highway,Bike,Wednesday,Morning,12.8
19.58,31.0,13,Low,Rainy,City Road,Bike,Monday,Night,47.7
14.43,55.4,6,Medium,Foggy,Highway,Bike,Friday,Afternoon,24.3
3.82,52.0,2,Low,Clear,Rural Road,Car,Thursday,Night,11.1
11.64,44.5,9,Low,Rainy,Rural Road,Bus,Monday,Afternoon,29.4
19.94,54.9,9,Low,Clear,Rural Road,Truck,Monday,Night,29.3
29.78,22.8,10,High,Clear,Rural Road,Car,Thursday,Evening,93.6
6.62,58.8,7,Medium,Rainy,Highway,Truck,Friday,Evening,20.3
19.23,38.9,9,Low,Rainy,Rural Road,Truck,Tuesday,Evening,43.1
12.61,60.6,8,Low,Clear,Rural Road,Car,Wednesday,Afternoon,12.7
5.97,11.0,11,Medium,Rainy,City Road,Bike,Friday,Morning,44.4
6.27,41.0,5,Low,Clear,Rural Road,Bike,Thursday,Morning,5.6
6.77,68.5,5,Medium,Clear,Highway,Car,Monday,Afternoon,11.1
4.92,72.3,3,Medium,Clear,Highway,Car,Wednesday,Night,6.4
5.66,26.3,5,High,Clear,Rural Road,Car,Tuesday,Evening,24.9
12.89,31.3,10,Low,Rainy,City Road,Bus,Sunday,Evening,39.4
3.77,19.5,7,Medium,Foggy,City Road,Car,Saturday,Afternoon,20.2
7.48,75.8,4,Low,Rainy,Highway,Bus,Wednesday,Afternoon,16.5
10.01,61.8,4,High,Clear,Highway,Bike,Tuesday,Afternoon,14.5
7.5,18.1,5,High,Clear,Rural Road,Bike,Monday,Morning,33.1
5.29,35.9,5,Medium,Clear,Rural Road,Car,Saturday,Evening,10.0
12.39,75.9,7,Medium,Rainy,Highway,Car,Sunday,Afternoon,21.0
7.41,59.3,6,Low,Clear,Rural Road,Car,Tuesday,Afternoon,9.5
7.76,9.6,12,High,Clear,City Road,Car,Friday,Evening,64.1
11.34,33.5,8,Medium,Rainy,Rural Road,Car,Tuesday,Morning,32.9
17.25,25.3,12,Low,Rainy,City Road,Car,Sunday,Night,49.1
8.47,58.8,5,Medium,,Highway,Car,Wednesday,Morning,16.3
8.72,16.9,11,Medium,Clear,City Road,Bike,Monday,Evening,39.0
5.84,49.1,2,High,Rainy,Highway,Car,Sunday,Night,18.8
19.81,20.2,16,Medium,Clear,City Road,Car,Sunday,Morning,73.2
12.51,22.5,9,Medium,Clear,City Road,Bus,Wednesday,Morning,45.8
19.13,56.4,9,Medium,Foggy,Highway,Bike,Sunday,Afternoon,27.9
20.82,71.9,8,Low,Clear,Highway,Truck,Tuesday,Night,25.6
8.4,26.4,9,Medium,Clear,City Road,Bike,Tuesday,Evening,23.9
33.11,71.2,11,Low,Clear,Highway,Car,Thursday,Afternoon,30.4
18.36,11.4,14,High,Clear,City Road,Truck,Friday,Night,113.0
13.2,23.4,9,Medium,Clear,City Road,Bus,Wednesday,Afternoon,49.7
8.84,25.6,7,Medium,Clear,City Road,Bike,Saturday,Night,24.8
8.06,73.0,6,Low,Rainy,Highway,Bike,Saturday,Night,15.4
12.31,78.2,8,Low,Clear,Highway,Car,Monday,Morning,12.3
13.97,50.2,5,Medium,Foggy,Highway,Car,Sunday,Afternoon,26.3
3.24,26.2,5,Low,Stormy,Rural Road,Bus,Tuesday,Morning,20.7
9.57,63.3,6,Low,Clear,Highway,Bike,Thursday,Morning,12.9
13.64,44.0,6,High,Clear,Highway,Car,Wednesday,Morning,32.0
15.44,29.4,9,Medium,Rainy,Rural Road,Car,Thursday,Morning,41.0
11.29,8.0,10,Medium,Stormy,City Road,Car,Monday,Morning,99.2
15.18,8.0,12,Medium,Foggy,City Road,Car,Wednesday,Evening,132.6
8.07,17.8,7,High,Clear,City Road,Car,Monday,Afternoon,39.4
14.97,75.1,4,Low,Clear,Highway,Bus,Sunday,Afternoon,18.9
13.87,48.9,8,High,Clear,Highway,Car,Tuesday,Night,28.1
20.64,8.0,14,High,Foggy,City Road,Car,Thursday,Night,177.0
26.24,32.1,11,Medium,Rainy,Rural Road,Car,Tuesday,Evening,61.1
20.92,44.5,12,Medium,Clear,Rural Road,Bike,Tuesday,Afternoon,31.4
10.52,8.5,13,Medium,Rainy,City Road,Bike,Wednesday,Evening,85.3
6.03,29.5,9,Medium,Clear,City Road,Bike,Sunday,Afternoon,18.4
7.47,18.4,6,Medium,Rainy,City Road,Truck,Thursday,Afternoon,37.3
25.85,33.0,15,Medium,Clear,City Road,Truck,Sunday,Afternoon,61.8
12.67,44.4,5,Low,Rainy,Rural Road,Bus,Saturday,Morning,31.1
14.18,69.1,6,Low,Rainy,Highway,Bus,Thursday,Morning,27.1
19.12,13.9,11,Medium,Rainy,City Road,Car,Sunday,Evening,94.7
12.25,45.6,8,Low,Clear,City Road,Bike,Wednesday,Night,18.6
22.64,12.9,11,Medium,Foggy,City Road,Car,Thursday,Afternoon,121.7
5.61,22.9,8,Medium,Rainy,City Road,Bus,Friday,Morning,29.9
15.83,8.0,8,High,Clear,City Road,Car,Friday,Evening,131.1
30.24,69.8,11,Low,Clear,Highway,Car,Saturday,Night,28.5
23.63,60.8,10,Medium,Rainy,Highway,Car,Tuesday,Evening,40.4
